 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.35106000E+01  0.46905518E+06  0.46905518E+06  0.37010713E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35534000E+01  0.45665663E+06  0.45665663E+06  0.36778426E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35962000E+01  0.44424466E+06  0.44424466E+06  0.36572806E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36390000E+01  0.43240323E+06  0.43240323E+06  0.36420650E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36818000E+01  0.42122945E+06  0.42122945E+06  0.36367774E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37247000E+01  0.41076997E+06  0.41076997E+06  0.36421386E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37675000E+01  0.40096249E+06  0.40096249E+06  0.36556384E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38103000E+01  0.39174950E+06  0.39174950E+06  0.36706752E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38531000E+01  0.38304409E+06  0.38304409E+06  0.36841065E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38959000E+01  0.37478881E+06  0.37478881E+06  0.36956938E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.39387000E+01  0.36691600E+06  0.36691600E+06  0.37035306E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.39815000E+01  0.35939408E+06  0.35939408E+06  0.37120849E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40243000E+01  0.35205345E+06  0.35205345E+06  0.37198068E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40672000E+01  0.34470912E+06  0.34470912E+06  0.37313109E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.41100000E+01  0.33732629E+06  0.33732629E+06  0.37434943E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.41528000E+01  0.32988939E+06  0.32988939E+06  0.37596520E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.41956000E+01  0.32249231E+06  0.32249231E+06  0.37783544E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.42384000E+01  0.31514764E+06  0.31514764E+06  0.38011312E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.42812000E+01  0.30792764E+06  0.30792764E+06  0.38264243E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.43240000E+01  0.30077181E+06  0.30077181E+06  0.38576600E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.43668000E+01  0.29371178E+06  0.29371178E+06  0.38948756E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.44097000E+01  0.28674709E+06  0.28674709E+06  0.39400962E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.44525000E+01  0.27980529E+06  0.27980529E+06  0.39915959E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.44953000E+01  0.27296598E+06  0.27296598E+06  0.40529392E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.45381000E+01  0.26616298E+06  0.26616298E+06  0.41197312E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.45809000E+01  0.25942176E+06  0.25942176E+06  0.41919692E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.46237000E+01  0.25278226E+06  0.25278226E+06  0.42679906E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.46665000E+01  0.24619524E+06  0.24619524E+06  0.43478576E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.47093000E+01  0.23967526E+06  0.23967526E+06  0.44282785E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.47522000E+01  0.23318625E+06  0.23318625E+06  0.45109215E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.47950000E+01  0.22674252E+06  0.22674252E+06  0.45938117E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.48378000E+01  0.22009937E+06  0.22009937E+06  0.46787396E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.48806000E+01  0.21301996E+06  0.21301996E+06  0.47670963E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.49234000E+01  0.20487217E+06  0.20487217E+06  0.48607618E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.49662000E+01  0.19480980E+06  0.19480980E+06  0.49617777E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50090000E+01  0.18243708E+06  0.18243708E+06  0.50703667E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50518000E+01  0.16818890E+06  0.16818890E+06  0.51847543E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50947000E+01  0.15324120E+06  0.15324120E+06  0.53017053E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.51375000E+01  0.13922344E+06  0.13922344E+06  0.54245809E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.51803000E+01  0.12718477E+06  0.12718477E+06  0.55479440E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.52231000E+01  0.11718276E+06  0.11718276E+06  0.56753578E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.52659000E+01  0.10889888E+06  0.10889888E+06  0.58050491E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.53087000E+01  0.10181563E+06  0.10181563E+06  0.59367495E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.53515000E+01  0.95701666E+05  0.95701666E+05  0.60703103E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.53943000E+01  0.90284866E+05  0.90284866E+05  0.62093666E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.54371000E+01  0.85477087E+05  0.85477087E+05  0.63519700E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.54800000E+01  0.81094947E+05  0.81094947E+05  0.65036141E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.55228000E+01  0.77076127E+05  0.77076127E+05  0.66678069E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.55656000E+01  0.73428647E+05  0.73428647E+05  0.68433348E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.56084000E+01  0.70030149E+05  0.70030149E+05  0.70285604E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.56512000E+01  0.66898482E+05  0.66898482E+05  0.72210542E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.56940000E+01  0.63975487E+05  0.63975487E+05  0.74209714E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.57368000E+01  0.61310682E+05  0.61310682E+05  0.76334633E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.57796000E+01  0.58857365E+05  0.58857365E+05  0.78568237E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.58225000E+01  0.56646570E+05  0.56646570E+05  0.80929067E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.58653000E+01  0.54621659E+05  0.54621659E+05  0.83393672E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.59081000E+01  0.52819729E+05  0.52819729E+05  0.85973248E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.59509000E+01  0.51152091E+05  0.51152091E+05  0.88699445E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.59937000E+01  0.49611438E+05  0.49611438E+05  0.91696484E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60365000E+01  0.48114273E+05  0.48114273E+05  0.95072624E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60793000E+01  0.46696392E+05  0.46696392E+05  0.99058188E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.61221000E+01  0.45310298E+05  0.45310298E+05  0.10384843E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.61650000E+01  0.43987241E+05  0.43987241E+05  0.10957109E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.62078000E+01  0.42723280E+05  0.42723280E+05  0.11610304E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.62506000E+01  0.41519613E+05  0.41519613E+05  0.12315315E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.62934000E+01  0.40335158E+05  0.40335158E+05  0.13048379E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.63362000E+01  0.39237799E+05  0.39237799E+05  0.13803664E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.63790000E+01  0.38194762E+05  0.38194762E+05  0.14586243E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.64218000E+01  0.37161619E+05  0.37161619E+05  0.15402051E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.64646000E+01  0.36211394E+05  0.36211394E+05  0.16264802E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.65075000E+01  0.35343381E+05  0.35343381E+05  0.17188194E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.65503000E+01  0.34517760E+05  0.34517760E+05  0.18185671E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.65931000E+01  0.33807430E+05  0.33807430E+05  0.19269293E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.66359000E+01  0.33205688E+05  0.33205688E+05  0.20449887E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.66787000E+01  0.32825378E+05  0.32825378E+05  0.21749001E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.67215000E+01  0.32666635E+05  0.32666635E+05  0.23201291E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.67643000E+01  0.32731494E+05  0.32731494E+05  0.24875065E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.68071000E+01  0.32884576E+05  0.32884576E+05  0.26891267E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.68500000E+01  0.33016505E+05  0.33016505E+05  0.29418900E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.68928000E+01  0.33018473E+05  0.33018473E+05  0.32563641E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.69356000E+01  0.32744380E+05  0.32744380E+05  0.36271268E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.69784000E+01  0.32214393E+05  0.32214393E+05  0.40293450E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70212000E+01  0.31705174E+05  0.31705174E+05  0.44261253E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70640000E+01  0.31501457E+05  0.31501457E+05  0.47928119E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71068000E+01  0.31688826E+05  0.31688826E+05  0.51296090E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71496000E+01  0.32304594E+05  0.32304594E+05  0.54500001E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71925000E+01  0.33217116E+05  0.33217116E+05  0.57633005E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72353000E+01  0.34286789E+05  0.34286789E+05  0.60682801E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72781000E+01  0.35374274E+05  0.35374274E+05  0.63541760E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73209000E+01  0.36368207E+05  0.36368207E+05  0.66018210E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73637000E+01  0.37300774E+05  0.37300774E+05  0.68002754E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74065000E+01  0.38204009E+05  0.38204009E+05  0.69596975E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74493000E+01  0.39150473E+05  0.39150473E+05  0.70994098E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74921000E+01  0.40142329E+05  0.40142329E+05  0.72262422E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.75349000E+01  0.41146359E+05  0.41146359E+05  0.73314578E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.75778000E+01  0.42200997E+05  0.42200997E+05  0.74045604E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76206000E+01  0.43165019E+05  0.43165019E+05  0.74401868E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76634000E+01  0.43965349E+05  0.43965349E+05  0.74453705E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77062000E+01  0.44565058E+05  0.44565058E+05  0.74406842E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77490000E+01  0.44879126E+05  0.44879126E+05  0.74426244E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77918000E+01  0.44939194E+05  0.44939194E+05  0.74351407E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
