 #Energy       XX              YY             ZZ              XY              YZ              XZ       
 #Energy       XX              YY             ZZ              XY              YZ              XZ       
 12.4630  1.01599981E+00  1.01599981E+00  1.01599981E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
 12.5272  9.99460806E-01  9.99460806E-01  9.99460806E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 12.5915  9.64487125E-01  9.64487125E-01  9.64487125E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 12.6557  9.17609226E-01  9.17609226E-01  9.17609226E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 12.7200  8.74096673E-01  8.74096673E-01  8.74096673E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 12.7842  8.51261408E-01  8.51261408E-01  8.51261408E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 12.8485  8.54860813E-01  8.54860813E-01  8.54860813E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 12.9127  8.70653909E-01  8.70653909E-01  8.70653909E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 12.9769  8.75016908E-01  8.75016908E-01  8.75016908E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.0412  8.54301024E-01  8.54301024E-01  8.54301024E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.1054  8.11645422E-01  8.11645422E-01  8.11645422E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.1697  7.61110762E-01  7.61110762E-01  7.61110762E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.2339  7.19770226E-01  7.19770226E-01  7.19770226E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.2981  7.01309897E-01  7.01309897E-01  7.01309897E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.3624  7.10196776E-01  7.10196776E-01  7.10196776E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.4266  7.38131375E-01  7.38131375E-01  7.38131375E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.4909  7.68096479E-01  7.68096479E-01  7.68096479E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.5551  7.84533245E-01  7.84533245E-01  7.84533245E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.6194  7.80950035E-01  7.80950035E-01  7.80950035E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.6836  7.61466422E-01  7.61466422E-01  7.61466422E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.7478  7.38023008E-01  7.38023008E-01  7.38023008E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.8121  7.23634789E-01  7.23634789E-01  7.23634789E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.8763  7.23067172E-01  7.23067172E-01  7.23067172E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 13.9406  7.28597585E-01  7.28597585E-01  7.28597585E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.0048  7.29018012E-01  7.29018012E-01  7.29018012E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.0691  7.21101868E-01  7.21101868E-01  7.21101868E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.1333  7.10201341E-01  7.10201341E-01  7.10201341E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.1975  7.00478197E-01  7.00478197E-01  7.00478197E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.2618  6.88976549E-01  6.88976549E-01  6.88976549E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.3260  6.70523230E-01  6.70523230E-01  6.70523230E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.3903  6.47408379E-01  6.47408379E-01  6.47408379E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.4545  6.31705834E-01  6.31705834E-01  6.31705834E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.5188  6.38601865E-01  6.38601865E-01  6.38601865E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
