 #Energy       XX              YY             ZZ              XY              YZ              XZ       
 12.1418  2.79836716E-01  2.79836716E-01  2.79836716E-01             NaN             NaN             NaN
 12.2060  2.94398600E-01  2.94398600E-01  2.94398600E-01             NaN             NaN             NaN
 12.2703  2.98052871E-01  2.98052871E-01  2.98052871E-01             NaN             NaN             NaN
 12.3345  2.92151706E-01  2.92151706E-01  2.92151706E-01             NaN             NaN             NaN
 12.3988  2.82158275E-01  2.82158275E-01  2.82158275E-01             NaN             NaN             NaN
 12.4630  2.71521090E-01  2.71521090E-01  2.71521090E-01             NaN             NaN             NaN
 12.5272  2.62046424E-01  2.62046424E-01  2.62046424E-01             NaN             NaN             NaN
 12.5915  2.55650185E-01  2.55650185E-01  2.55650185E-01             NaN             NaN             NaN
 12.6557  2.54658315E-01  2.54658315E-01  2.54658315E-01             NaN             NaN             NaN
 12.7200  2.60969147E-01  2.60969147E-01  2.60969147E-01             NaN             NaN             NaN
 12.7842  2.73509146E-01  2.73509146E-01  2.73509146E-01             NaN             NaN             NaN
 12.8485  2.85495312E-01  2.85495312E-01  2.85495312E-01             NaN             NaN             NaN
 12.9127  2.88638533E-01  2.88638533E-01  2.88638533E-01             NaN             NaN             NaN
 12.9769  2.82774007E-01  2.82774007E-01  2.82774007E-01             NaN             NaN             NaN
 13.0412  2.74547262E-01  2.74547262E-01  2.74547262E-01             NaN             NaN             NaN
 13.1054  2.70137886E-01  2.70137886E-01  2.70137886E-01             NaN             NaN             NaN
 13.1697  2.73452377E-01  2.73452377E-01  2.73452377E-01             NaN             NaN             NaN
 13.2339  2.86955194E-01  2.86955194E-01  2.86955194E-01             NaN             NaN             NaN
 13.2981  3.10604072E-01  3.10604072E-01  3.10604072E-01             NaN             NaN             NaN
 13.3624  3.38252829E-01  3.38252829E-01  3.38252829E-01             NaN             NaN             NaN
 13.4266  3.58278551E-01  3.58278551E-01  3.58278551E-01             NaN             NaN             NaN
 13.4909  3.63733893E-01  3.63733893E-01  3.63733893E-01             NaN             NaN             NaN
 13.5551  3.58608598E-01  3.58608598E-01  3.58608598E-01             NaN             NaN             NaN
