 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.40916000E+01  0.11133829E+07  0.11133829E+07  0.11133829E+07  0.11809760E+05  0.11809760E+05  0.11809760E+05
  0.41167000E+01  0.11230742E+07  0.11230742E+07  0.11230742E+07  0.11229005E+05  0.11229005E+05  0.11229005E+05
  0.41418000E+01  0.11316230E+07  0.11316230E+07  0.11316230E+07  0.11580266E+05  0.11580266E+05  0.11580266E+05
  0.41669000E+01  0.11385818E+07  0.11385818E+07  0.11385818E+07  0.11650444E+05  0.11650444E+05  0.11650444E+05
  0.41920000E+01  0.11435955E+07  0.11435955E+07  0.11435955E+07  0.11080425E+05  0.11080425E+05  0.11080425E+05
  0.42171000E+01  0.11464044E+07  0.11464044E+07  0.11464044E+07  0.11146771E+05  0.11146771E+05  0.11146771E+05
  0.42422000E+01  0.11469159E+07  0.11469159E+07  0.11469159E+07  0.10559273E+05  0.10559273E+05  0.10559273E+05
  0.42673000E+01  0.11451315E+07  0.11451315E+07  0.11451315E+07  0.10391063E+05  0.10391063E+05  0.10391063E+05
  0.42924000E+01  0.11411973E+07  0.11411973E+07  0.11411973E+07  0.10452183E+05  0.10452183E+05  0.10452183E+05
  0.43175000E+01  0.11353766E+07  0.11353766E+07  0.11353766E+07  0.94262182E+04  0.94262182E+04  0.94262182E+04
  0.43426000E+01  0.11279840E+07  0.11279840E+07  0.11279840E+07  0.94810180E+04  0.94810180E+04  0.94810180E+04
  0.43677000E+01  0.11193841E+07  0.11193841E+07  0.11193841E+07  0.88929711E+04  0.88929711E+04  0.88929711E+04
  0.43928000E+01  0.11099475E+07  0.11099475E+07  0.11099475E+07  0.89440766E+04  0.89440766E+04  0.89440766E+04
  0.44179000E+01  0.11000455E+07  0.11000455E+07  0.11000455E+07  0.77556837E+04  0.77556837E+04  0.77556837E+04
  0.44430000E+01  0.10900292E+07  0.10900292E+07  0.10900292E+07  0.71201624E+04  0.71201624E+04  0.71201624E+04
  0.44681000E+01  0.10802471E+07  0.10802471E+07  0.10802471E+07  0.71603866E+04  0.71603866E+04  0.71603866E+04
  0.44933000E+01  0.10710620E+07  0.10710620E+07  0.10710620E+07  0.64405654E+04  0.64405654E+04  0.64405654E+04
  0.45184000E+01  0.10628227E+07  0.10628227E+07  0.10628227E+07  0.64765430E+04  0.64765430E+04  0.64765430E+04
  0.45435000E+01  0.10559124E+07  0.10559124E+07  0.10559124E+07  0.56400083E+04  0.56400083E+04  0.56400083E+04
  0.45686000E+01  0.10507027E+07  0.10507027E+07  0.10507027E+07  0.56711658E+04  0.56711658E+04  0.56711658E+04
  0.45937000E+01  0.10475113E+07  0.10475113E+07  0.10475113E+07  0.59224313E+04  0.59224313E+04  0.59224313E+04
  0.46188000E+01  0.10465652E+07  0.10465652E+07  0.10465652E+07  0.59547915E+04  0.59547915E+04  0.59547915E+04
  0.46439000E+01  0.10479590E+07  0.10479590E+07  0.10479590E+07  0.59871517E+04  0.59871517E+04  0.59871517E+04
  0.46690000E+01  0.10516692E+07  0.10516692E+07  0.10516692E+07  0.73528431E+04  0.73528431E+04  0.73528431E+04
  0.46941000E+01  0.10575252E+07  0.10575252E+07  0.10575252E+07  0.73923711E+04  0.73923711E+04  0.73923711E+04
  0.47192000E+01  0.10652526E+07  0.10652526E+07  0.10652526E+07  0.91021804E+04  0.91021804E+04  0.91021804E+04
  0.47443000E+01  0.10745507E+07  0.10745507E+07  0.10745507E+07  0.91505921E+04  0.91505921E+04  0.91505921E+04
  0.47694000E+01  0.10850596E+07  0.10850596E+07  0.10850596E+07  0.91990039E+04  0.91990039E+04  0.91990039E+04
  0.47945000E+01  0.10964410E+07  0.10964410E+07  0.10964410E+07  0.92474156E+04  0.92474156E+04  0.92474156E+04
  0.48196000E+01  0.11083694E+07  0.11083694E+07  0.11083694E+07  0.97697752E+04  0.97697752E+04  0.97697752E+04
  0.48447000E+01  0.11205254E+07  0.11205254E+07  0.11205254E+07  0.98206553E+04  0.98206553E+04  0.98206553E+04
  0.48698000E+01  0.11325911E+07  0.11325911E+07  0.11325911E+07  0.98715353E+04  0.98715353E+04  0.98715353E+04
  0.48949000E+01  0.11442368E+07  0.11442368E+07  0.11442368E+07  0.10425002E+05  0.10425002E+05  0.10425002E+05
  0.49200000E+01  0.11551030E+07  0.11551030E+07  0.11551030E+07  0.95823887E+04  0.95823887E+04  0.95823887E+04
  0.49451000E+01  0.11648311E+07  0.11648311E+07  0.11648311E+07  0.96312744E+04  0.96312744E+04  0.96312744E+04
  0.49702000E+01  0.11730539E+07  0.11730539E+07  0.11730539E+07  0.96801602E+04  0.96801602E+04  0.96801602E+04
  0.49953000E+01  0.11794610E+07  0.11794610E+07  0.11794610E+07  0.97290460E+04  0.97290460E+04  0.97290460E+04
  0.50204000E+01  0.11837763E+07  0.11837763E+07  0.11837763E+07  0.95756496E+04  0.95756496E+04  0.95756496E+04
  0.50455000E+01  0.11858588E+07  0.11858588E+07  0.11858588E+07  0.96235240E+04  0.96235240E+04  0.96235240E+04
  0.50706000E+01  0.11856721E+07  0.11856721E+07  0.11856721E+07  0.96713985E+04  0.96713985E+04  0.96713985E+04
  0.50957000E+01  0.11833717E+07  0.11833717E+07  0.11833717E+07  0.89455709E+04  0.89455709E+04  0.89455709E+04
  0.51208000E+01  0.11791939E+07  0.11791939E+07  0.11791939E+07  0.89896343E+04  0.89896343E+04  0.89896343E+04
  0.51459000E+01  0.11735234E+07  0.11735234E+07  0.11735234E+07  0.83145708E+04  0.83145708E+04  0.83145708E+04
  0.51710000E+01  0.11668293E+07  0.11668293E+07  0.11668293E+07  0.83551265E+04  0.83551265E+04  0.83551265E+04
  0.51961000E+01  0.11595534E+07  0.11595534E+07  0.11595534E+07  0.75395613E+04  0.75395613E+04  0.75395613E+04
  0.52212000E+01  0.11520945E+07  0.11520945E+07  0.11520945E+07  0.68847603E+04  0.68847603E+04  0.68847603E+04
  0.52463000E+01  0.11447471E+07  0.11447471E+07  0.11447471E+07  0.69178575E+04  0.69178575E+04  0.69178575E+04
